#1 tweet_content	#2 country_label
انا اعرف تكلىفى وواهم من يعتقد ان البرلمان يسقط نعم ليسقط كل فاسد من رموز الفساد لكن لا يسقط لبرلمان لاننا اعطينا دماء زكيه	Iraq
لو كان العرى زينه لجعله الله من نعيم الجنه ان لك الا تجوع فيها ولا تعرى       الحمدالله	Morocco
اللهم انى اعوذ بك من شر سمعى ومن شر بصرى ومن شر لسانى ومن شر قلبى ومن شر منىى	Saudi_Arabia
عجايب الزمن جدع	Egypt
بس انا قبيح	Iraq
هيدا اذا بيروح بيفتش باروكه لصلعته مش اشرفله من حكى النسوان	Lebanon
حضرلى الم اشربه بسسرعه	Egypt
السعوديه تراجع الصادرات غير البتروليه فى اكتوبر	Jordan
ربى بركاك فى علمك ونورك يارب	Libya
مافالح غير بنباح ياهارب	Yemen
ريال مدريد يوفنتوس التاريخ مدريد اول فريق يحقق البطوله مرتين متتاليتين	Iraq
صباح الخير انا زعلانه من عبادى الجوهر والله ىعنى صج احس فىنى زعل داخلى شلون ىسوى جذى ماعرفنا ياقطر	Syria
دفلزستيشن ماكو ليش ماتفتح لك قناه فلوقات مثل علاء وعلاء ليش سحبت على قناه الفلوقات	Saudi_Arabia
اكيد بس هيا اختى حتى ولو هيا بنت عمر وانى بنت عزيز هه	Libya
نحن جيل بناه معمر	Tunisia
اصابه شاعر كرامه وطن احمد سيار العنزى برصاص مطاطى فى فخذه كلمه احمد للشعب الكوىتى	Saudi_Arabia
فهمتها خلاص ركزى فى الايمو اللى فوق هتلاقى البنت ماسكه شنطه صفره فى اللى تحت مش ماسكه حاجه	Egypt
ماشى خاطينا شيرات مى ما نخرجوش مع لى جات	Algeria
مفيش بوى فريند حتى لو فيه هختار البيست	Egypt
تان ولا تعجل بلومك صاحبا وكن راحما للناس تبلى براحم وما من يد الا يد الله فوقها وما ظالم الا سيبلى بظالم	Yemen
كم واحد اعتقلتوا	Lebanon
اللهـم ما امسى بى مـن نعـمه او باحـد مـن خلـقك فمـنك وحـدك لا شريك لـك فلـك الحمـد ولـك الشكـر	Oman
من قبل كانو مصريتنا مع سلامه هل مع السلامه	Lebanon
لا تقلب الصفحه قبل قراءه السطر اخير	Morocco
رووعه تسلم يدين منهو كتبها مجبور	Saudi_Arabia
ايه حب التفاهه الامتناهى ده	Egypt
الجميع ان شاء الله تعالى اخوى محمد ربى يحفظكم	Oman
غفر الله لـ وجهك الذى لا يغيب عن خاطرى لحظه وجعله فى راحه ابديه ونعيم لا يفنى وظل عرش لا يزول ولا يغيب ذهيبه الزامل	Saudi_Arabia
هلالى مرفووع الراس	Saudi_Arabia
ايلاف حبىبتى ربنا يحفظها من كل مكروه	Yemen
وهو دا الكلام كل واحد فينا يحتاج راحه من الناس مرتين بالسنه	Somalia
خذنى الى مالا نهايه من الحب	Saudi_Arabia
اسوا مستوى معىشى ممكن يمر على الانسان هو العيش مع القلق والتفكير السلبى المستمر رغم عن الشخص واعظم شى ممكن تقدمه لهم هو انك ما تتردد فى تطمين وتبديد مخاوف اى شخص قل موجود بحياتك لان مافيه اقسى من شعور فقدان الطمانينه والسلام الداخلى شى جد قااسى	Saudi_Arabia
لا حول ولا قوه الا با الله العلى العظيم	Egypt
الذى ىعطى ليراه الناس لا يسعف احدا فى الظلام	Egypt
اما الخريف فما نحن فيه من الاهتداء برائحه الشجر العاطفى بحث الغريبه فى كلمات الغريب عن اسم الحنين	Algeria
انا لا مع حماس ولا فتح ولا جبهه انا مع الهبات الشعبيه فقط	Palestine
نزل يمين نزل غلط يعنى	Egypt
بمناسبه الذكرى الرابعه والاربعين لعيد المسيره الخضراء الميمونه خلدت تلميذات وتلاميذ مدرسه ابن النفيس الملحمه الوطنيه بلوحات فنيه وتربويه وثقافيه ربطت الحاضر بالماضى	Morocco
باى باى باى باى قولوله بس ميبقاش رغاى	Egypt
اى نسانى الحلف ماينسى	United_Arab_Emirates
لاينصح بمشاهدته لاصحاب القلوب الضعيفه	Yemen
من كان اخر كلامه لا اله الا الله دخل الجنه	Egypt
ان سالت عنى مئه شخص ستجد مئه راى انا لا اطرح شخصىتى مع الناس انا اجارى عقولهم	Algeria
سالمين ان شاء الله	Iraq
الوجوه المبتسمه لا تعنى اختفاء الاحزان بل تعنى ان اصحابها قادرون على التعامل معها صباحكم ابتسامه	Saudi_Arabia
لبس العلم من عدمه	Algeria
دبس نحله ارقى دبس اذكر وانا صغير كان الدبس المفضل بالبيت	Iraq
صهيونيه ال سعود الامام السديس ترامب رجل	Iraq
حاولت انى نوصفلك مفهمت شيء الحق	Libya
الله يرحمه يجب الابتعاد عن كل فيديو يعكر المزاج اجعليها حلقه فى اذنك مستقبلا	Iraq
مارنيش طالب جام ولا ليكات طالبه دعوه خير لولىدى من نتاع الصباح الان مافاقش من الغيبوبه دعواتكم خاوتى	Algeria
ىعنى ثوانى ده ولد	Yemen
هناك حكمه بسيطه تقول ان اليد الواحده لا تصفق الفكره انه لا يمكن فعل شيئ كالعصيان لان الشعب منقسم فعلا بين من مع الحراك ومن مع العهده الخامسه هناك طرف تالت فى وضع الحياد انا اقول فعليا ان العصيان المدنى ورقه ضغط خانقه لابعد الحدود هناك تصعيد تدرجى وهذه مجرد وجهه نظر لا غير	Algeria
اعوذ بالله انا مانى متحمله وهو يهرج بالطريقه هذى	Saudi_Arabia
السلام عليكم مساء الخير جمهور الفخر جمهور العز يا جمهور صالح غالى على جداا وانا اعلن سوف ادعم صالح صوت ويستاهل صالح الدعم تحىاتى	Syria
الحين اقدر اشوف مسلسلاتى واسهر وانا مرتاحه	Morocco
النائب سيد احمد ولداحمد عن الاغلبيه	Mauritania
ليت نا ود فالا لا نا الغ ياب ون ما	United_Arab_Emirates
پشووان سر سا خوندن بااش دگرتو	Iraq
لابصراحه فيه موقف كل مااتذكره ارجف الى هو جيت مره اصحى جدتى لصلاه الفجر الا وتقول لى الرجال الى وراك ذا منهو وليش معه سكين والله للحين كل مااتذكر ارتجف	Saudi_Arabia
عااش عااش فى القلب ديما فى البال	Tunisia
هو نفس الشكل غير الاول بجوده واللى صنعتيه	Libya
سوره الاحزاب يا ايها الذين امنوا اذكروا نعمه الله عليكم اذ جاءتكم جنود فارسلنا عليهم ريحا وجنودا لم تروها وكان الله بما تعملون بصيرا	Saudi_Arabia
اللهم اكفنا بحلالك عن حرامك وبطاعتك عن معصيتك واغننا بفضلك عمن سواك	Oman
ما اجمل اليوم الذى يبدا بحمدالله وما اسعد القلب الذى يسكنه الحمدلله فك من الحامدين صباح الخير	Morocco
وتضيق نيانا فنحس ان نا سنموت ياس او موت حيبا واذا بل طف الله هط فجاه ربى من الى الف تات قلوبا قل لذى لا التشام قلب ومضى ضى حولنا الافاقا سر السعاده حسن ظنك بالذى خلق الحياه وقس الارزاقا	Saudi_Arabia
لم ىزرنى الحب لكنه اقتحم قلبى حتى حطمه وتركنى فى اعصار	Algeria
ان الذين شتهون الم عصيه ولا عم لون ها ولئك الذين امتح الله لوبهم للت قوى	Morocco
الف مبروك حبىبتى دينا	Palestine
اللهم اغفر لموتانا وموتى المسلمين اللهم اغفر لكل ميت من المسلمين لا يجد من يدعو له	Syria
شاناز برام ئحمد عادل موراد حشد شعان هنا	Iraq
يراجل سيبك بلا ريال بلا خرا ماتش البايرن وتنهام   للبايرن فى لندن مش مصدق	Egypt
حياتك كانت هتبقى احلى لو	Egypt
رح وين ما توصل احلامك واطلقها ماكل واحد ىجى ضن عل ضن حلمين لايمگـ الدنيا تحققها حلمى بقربك حلم ابليس بالجن حى والله هراس	Morocco
هه حسبى الله	Yemen
وهنزل مره من بيتنا تكونى فى وسط حتتنا تعدى قصادى فى الشارع واشوفك صدفه معرفكيش ابراهيم فرج	Egypt
ماهو نسخ لصق وكذاب ولما تقوله ليش يديرلك حظر والمشكله واجدين يصدقو فيه وينقلو عليه وبيديروله اسم هه	Libya
تا زمان حت  ود ناخرسند رو زمن وجود دارد هچ شف پشرفت جد برا بشر وجود نخواهد داشت البرت انشتن	Iraq
نظمت مجموعه مدارس سىدى موسى العطاش مجموعه من الانشطه التربويه الفنيه والثقافيه والرياضيه والاجتماعيه بمناسبه ذكرى المسيره الخضراء وعيد الاستقلال المجيد وقد شاركت جمعيه اباء وامهات واولياء امور التلاميذ	Morocco
الدنيا تنافس حقىقى ومزيف المزيف الدنيا والحقىقى طاعه الله الجنه وف ناف الم اف ون	Iraq
مقدر اشوف الشوط الاول من الىوفى	Saudi_Arabia
الحياه غير عادله	Lebanon
واعيهه ليا ساعه	Libya
قلقان ولله قلقان	Egypt
سسبعه القناص رجع الهلال الخليج تبون ثمانيه بعد	Saudi_Arabia
يخف انشاء الله	Saudi_Arabia
لقد نشرت صوره جديده على الفيس بوك	Iraq
وش المناسبه التغريده بوادى وتعليقك بوادى	Yemen
الحين وين القبله بالضبط	Lebanon
ما جاتنى ولا رساله مع انو الليست فايته ال فريند	Yemen
اين هم العربان اليوم اين ال  مليار دولار	Oman
الثقه مع السرعه لا تمنع الحوادث وكل من اصيبوا فى حوادث السرعه كان لديهم ثقه كبيره بانه لن تقع لهم حوادث هل تبيع نفسك اطفالك اعز اقاربك الاخرين اعاقات دائمه مستشفيات ترقيد من اجل توفير او او دقيقه يجب علينا نشر الوعى وثقافه القياده الامنه فى المجتمع	Iraq
مع انى من محبين النوت بس الصوره الاولى الافضل	Oman
ربنا عليك توكلنا اليك انبنا هاجرنا تقبلنا بعملنا الصالح اغفر ذنوبنا	Palestine
الل طهر قلبى من النفاق وعملى من الرياء ولسانى من الكذب وعىنى من الخيانه	Egypt
مثل الاعلام العربى صور داعش على انهم ثوار عشائر وناس معاها الحق تحمل السلاح وتقتل الجيش بحجه اختلاف المذهب وغيرها من سوالف	Iraq
رمضان مبارك اعاده الله علينا وعليكم بالخير البركات	Lebanon
تم الارسال عبر واتساب	Saudi_Arabia
حاسه انها اخر اىاماتى فى الدنيا	Tunisia
فى موقع او تطبيق مجانى	Jordan
المانيا حلوو اووى يااض بس عمى اكدلى ان اسبانبا اجمد	Egypt
ماشى ولا قعد عموما مبرووك	Yemen
الانسان كيف يكون بالخرا دا	Sudan
خلاص سنتين ويقنفع	Saudi_Arabia
شوفوا شو الحصار عغزه عم بساوى بفلسطين ليوم بدل مالكن قاعدين مهوسين بغخر العرب بتعكوا	Syria
لــ ابوى فــ لو كنت اعلم ان تلك هى نظرته الاخيره لاغلقت جميع تفاصيل الحياه الاتيه ولو كنت اعلم ان ذلك هو اللقاء الاخير لعانقته حتى عانقنى الموت قبله فـ يارب بقدر مااحببته وافتقدته وبكيته واشتقت له ارحمه برحمتك واغفرله وانس وحشته	Morocco
احترم لك قناعتك اما قناعتى فهى انه المود وقضاء وقدر من نوع البلاء وقمه الانحطاط والركاكه	Mauritania
ليه كل الناس البعرفهم طلبه طب او خريجين طب وين باقى البشر يا بشر	Yemen
الله سبحانه وتعالى يقول وان المساجد لله فلاتدعوا مع الله احدا وانتم تشركون مع الله غيره	Saudi_Arabia
انا اى حاجه اقولها لازم تعجبك يا جوردى انا مش بقول كلام وخلاص	Egypt
قل وش تتمنى جيب رانجلر ابيض بس	Oman
الشجاعه التى نبديها على الطريق هى وحدها التى تتيح للطريق ان يظهر باولو كويلو	Algeria
اى الطرق تدى الى القلب القلب الذى ىعوى الان كان كل البرارى قفص	Algeria
قال رسول الله من صلى البردى دخل الجنه مسلم معنى البردين صلاه الفجر والعصر	Saudi_Arabia
الله يعفو عليه	Morocco
انا بحب الشتا عشان بىخلىنى كسلانه وضمىرى مرتاح	Egypt
دعينى حبيبتى اعشق فيكى رحيقك اعشق انفاسك التى استشعر رقتها دعينى حبيبتى اتامل حبى فيكى دعينى انسى احزانى وانا	Morocco
محدش ياخد شريف اكرامى ويجبلنا مكانو دفايه احسن	Egypt
مرات بتخيل حالى انا بدى ادرس اجيب معدل زى البشر بس بتخيل	Jordan
اسمع الكلام اللى بيتقال كويس بس مش كل حاجه تصدقها	Egypt
اعرف تطبيق انمى سلاير المجانى فيه كل شى	Algeria
بين عام مضى يحمل اسم القائد المسس واخر ات يحمل ارث عظيم ارساه الشيخ زايد طيب الله ثراه تسطع بلادنا بنور القيم الخالده اطلاق التسامح على عام هو التجل الحقىقى لدور الامارات فى	United_Arab_Emirates
الحمدلله الكابتن مصطفى مش تويتر وقرا الكلام ده علشان مافيش مره ماخسرتش فريف الكليه	Egypt
الحمد والش كر لله ياخ اليوم عدا	Sudan
المشير اطال الله فى عمره هوا من كان السبب بعد الله فى تطهير الشرق بالكامل من الارهابيين اللى تدعمو فيهم بالجرافات وارهابكم واصل الى مصر اوكل دول الجوار	Libya
انت شخص مستغبى فان كنت تعلم ذلك فتلك مصيبه ان كنت لا تعلم فالمصيبه اعظم ارتقى قليلا كن حرا كاحرار مصر الشرفاء المغيبين	Algeria
عندنا ابار تع المياه الصالحه للشرب	Algeria
ان كان قصدك بالغناء من دون موسيقى فاعتقد هذا مافيه شى لكن الاغانى المعروفه كلها فى موسيقى وعزف وهذا حرام وحديث الرسول الكريم فى ما معناه انه ىاتى قوم يستحلون الحرى والحرير والخمر والمعازف وهذا حديث صحيح	Saudi_Arabia
يا فاهمنى انت	Egypt
الف مبروك باشا وبالتوفيق ان شاء الله	Jordan
كنت بجمع الوانها	Egypt
اللهم اجعل كل امرى خيرا يا رب العاالمين	Yemen
امين يارب ومساء جميل اتمناه لكم	Palestine
يا ميجز ارجع بذاكرتك ورا كده لايام خالد الشريف هتضحك فشخخ	Egypt
صاريلهم كيما الفراكسه مع فركوس كل ما يبدل كبيرهم رايو يبدلو اراءهم	Algeria
اضفت فيديو الى قائمه تشغيل على احواش	Morocco
متابعينا الكرام نطلق لكم من جديد مسابقه فندق جولدن نايت الاسبوع الثالث بجوائز اسبوعيه مميزه لمده  اسابيع كل ماعليك عمله لتتاهل فى السحب متابعه حسابنا اعاده تحميل صوره المسابقه مع وضع تاق لحسابنا منشن اشخاص اسفل هذه الصوره	Syria
حظى الحلو الدنيا	Egypt
امشى عدل يحتار عدوك فيك يسكت بقى عدوك ابدا يالف عليك كلام محصلش علشان ميحترش	Egypt
كل الاخطاء مغفوره عند الله الا ظلم العباد فهو مرهون بعفوهم	Egypt
المريوطيه قريب ان شاء الله	Egypt
يا امام الرسل يا سندى اداء الاخوه ابو شعر	Tunisia
قال الله تعالى ولقد صر فنا فى هذا الق ران للناس من وكان الانسان اكثر شيء جدلا	Iraq
لوب ادى لو عق قلبى	Oman
مخترع المسدس هو صمويل كونت عام	Saudi_Arabia
ايوه فى والله وديل ال يمرقوا من الدنيا سالمين غانمين	Sudan
لما اتخانق مع حد ابطل اعمله	Egypt
اعلان تسعدنا زيارتكم لمعرض الجمعىهفى مهرجان حرفتى باب رزقى والمشاركهفى مسابقاتنا شروطنا متابعه حساب الجمعيهعلى التويتر الاجابه على السال فى ركن الجمعيه كتابهالاسم رقم الجوال مع الاجابه السحب بعد صلاه العشاء سال اليوم يتكون شعارنا من  الوان ما هى	Saudi_Arabia
شفت انا وحدانيه وغلبانه	Kuwait
الاروبيون يبحثون اتفاق الصيد مع موريتانيا	Mauritania
الله بىكفى عن الجميع	Lebanon
ولن ترضى عنك اليهود والنصارى حتى تتبع ملتهم	Morocco
انا غششها كدا كدا بس قولت اقراها ولا حاجه بس ىرتنى مقريت حاجه	Egypt
قلوبنا تستحق الفرح والابتسامه والتفال كفاها حرن والم وضيق لنجعلها بذكر الله تستفيق	Oman
اليوم الذكرى الـ لـ كليه الطب البشرى ماشاء الله عليهم مشتغلين شغل حلو وجميل وسبحان الله اجيال جديده ووجوه جديده مشتركه	Libya
هو الجانى والمجنى عليه	Libya
ارجل حاجه السوق مىسى ياهوو	Libya
سنه جديده انت لسه فى مخى ثابته زى الموناليزا	Egypt
يلا باقى  دقيقه نبا الفوز اليوم يا البرشا	Oman
يوم عظيم ناس اعظم	Egypt
كل عام وانتم بخير بمناسبه عيد الفطر المبارك عبر	Yemen
كل سنه وانت طيب يا طارق	Egypt
برج العذراء اليوم مهاراتك التنظيميه والاجتماعيه قويه على غير العاده فيجب ان تستغل ذلك للسيطره على الامور سوف تنجح فى العمل وخارجه وحتى فى حياتك الشخصيه سوف ينتج عن نظرتك الدافئه للامور الكثير من الفوائد سوف يقدرك الناس ويعاملونك بموده فكر فى اعاده بعض من هذه الامور	Sudan
ما ذب الف اد ما النجم	Algeria
انه كان منصور بان سلطه الله تعالى على قاتل وليه وحك مه فيه بان جعل اليه قتله ان شاء واستبقاءه على الد ان احب والعفو عنه ان راى وكفى بذلك نصره له من الله تعالى	Egypt
لا حول ولا قوه الا بالله	Egypt
باحثه مصريه تطور انظمه تعلم تعزز العمليه التعليميه	Yemen
خبر تم نفيه ولا ابرر او ادافع لكن لم يبق سوى ان غرد بدخول الحرس الثورى الاىرانى لتصفى المتظاهرين قدتك ايران وانت وامثالك حرفتم البعض للاسف ذيول الخليج تنتحب ايران	Iraq
لا فائده من وجودهم سوى للبس الخناجر وحضور المناسبات والتباهى بكبرالكروش والتوسط لابنائهم والنفاق والغرور واقتناص الوظائف وقصرها على ابنائهم	Oman
الل  ين الل ول الل اغ ون اكاديميه	Tunisia
سوره الاخلاص انها تعدل ثلث القران	Egypt
انت هتصاحبنى هه	Egypt
لا تصدقوا الفرصه لا تاتى نحن من يجب ان نسعى اليها واحيانا ننقب عنها تنقيبا	Tunisia
بروحا ىاعبسى طلعك	Libya
روسيا بدات حرق دوما منذ ليله البارحه الاصعب من ان تموت كل يوم مئه مره هو ان تكون عاجزا عن فعل اى شيء سوا ان تلف صغيرك لتحميه بلحمك غدا سيسالنا اطفالنا فى هذا الوقت الذى رقت فيه دوما ماذا كنتم تفعلون لا شيء يا صغىرى كنا نغرد لاجل الموتى دوما الغوطه الشرقيه	Syria
وااى ارح ياخ	Sudan
اللهم اررقنى قلبا خاشعا ولسانا ذاكرا	Kuwait
المحافظ البحسنى يضع حجر الاساس لمشاريع فى البنيه التحتيه ويتفقد سير العمل فى مشاريع رياضيه وصحيه وتعلى اليمن اخبار	Yemen
انا ضد القايد نكره جدو الحلوف بصح فالشرذمه رانى معاه عباد تاع جزايير حدو ديمقراطيه رىبىرى ربراب الغدىرى بنو علمان الخوانجه راه ساعدهم كى وصفهم بالشرذمه	Algeria
نحن بعد حد يقول توكلى بس هتوكلى لا	Oman
اللهم صل وسلم على حبيبنا محمد	Oman
وفقهم الله وكان عونا لهم على الفاسدين	Yemen
شكون يعين رئيس المجلس الدستورى الجديد	Algeria
العبد جلبى علفكره	Syria
ربى اجعلنى ممن ترك الدنيا قبل ان تتركه وانار قبره قبل ان يسكنه	Palestine
ربما فشلت فى كل شيء لكننى احببتك جدا	Kuwait
ربنا يشفيها ويحفظها	Egypt
عقلك هو ليبدع وينتج ويفكر وليستنتج وليربط وليخترع وليس لتقليب الاحزان والمواجع وتذكر المصائب	Egypt
فرحانه كانه جاينا القصيم ترحب بالملك	Saudi_Arabia
كرمت اداره المعهد الاسلامى فى جىبوتى الطالب ابوبكر محمود محمد فى الصف الثالث الثانوى لتميزه وحصوله على جائزه الطالب المثالى لهذا الشهر جىبوتى	Djibouti
خلص مارح ىجىنى نوم رح شغل هل لاب واتفرج مسلسل تركىى	Syria
الل اغفر لى جميع ما مضى من ذنبى واعصمنى فيما بقى من عمرى وارزقنى عملا زاكيا ترضى به عنى	Syria
انا شخص تافهه يا اخى	Egypt
مساء المحبه والاخوه والسلام	Palestine
واعرب مدير المعهد ماجد سك عن شكره وامتنانه لقيادتنا الرشيده وعلى راسها خادم الحرمين الشريفين وولى عهده الامين يحفظهم الله على دعمهم غير المحدود وعنايتهم الكبيره فى نشر العلوم العربيه والشرعيه ورعايتهم لطلاب العلم فى جمهوريه جىبوتى الشقيقه خاصه وشتى بقاع العالم عامه	Djibouti
لا تشتكى للناس لوكنت مطعون والـذم مـن بعض الخلايـق مديحه ولا تنحنى للهم وتـعيش مغبون ترا المريح اهل العقـول الصحيحه	Iraq
ياساتر ليه كدا	Egypt
وين المحرومات الجادات بذمار معقول كلهم خراطين	Yemen
وانتى بالف خير يارب شكرا	Syria
حتى ونحن نتعامل مع عامه الناس الذين  يعرفوننا تربطنا بهم عقه يجب ان يكون الود واحترام وابتسامه وحسن الضن هى القاعده اساسيه للتعامل	Saudi_Arabia
حوا زاتها قالو مضربه	Yemen
يا جبل ما يهزك ريح	Egypt
لما الرجاله يتكلموا النسوان تسكت	Morocco
برام ان بردوام	Iraq
نبات اسمه تفوليه وملوغيه	Iraq
فى اللحظات المظلمه اعود الى الكتب لاجد الضوء ادجار الان بو	Jordan
لالاتخلى نصيبك فيه راح تندمى	Yemen
عسى الراحه تملى عيونه النايمه	United_Arab_Emirates
هو ده السوليه ولا ده النت	Yemen
اليوم باحدى الكليات فى جامعه الموصل طلاب سو وقفه تضامنيه ويه المظاهرات جوى الامن شالوهم واخذو اجهزتهم	Iraq
الل الص اب ين	Libya
وجع زى قمر	Sudan
المغرب يقاطع مسيره باريس التى رفعت فيها صور مسيئه للرسول صلى الله عليه سلم رغم تنديده لاحداث شارلى ايبدو	Morocco
بيئه راس الخيمه ترقيم سلحفاه خضراء	United_Arab_Emirates
والله عيل اليوم كيف من حبك يموت وانته الحياه وكل مابى يعيشك	United_Arab_Emirates
اسكت انا لسه راجع من الامتحان وهموت من العطش	Egypt
او وا او وا او واا	Egypt
انا المنبر ولا شنو مافهمت	Oman
لما نتزنق ونقعد نعيط	Lebanon
يا اخى سابق اتجيب الماء عدل بگرو وث حسابك على تويتر محدنك ما وثقت حسابك معناها انك اى وقت يمكنك التبرا منه كما فعل عزيز من قبل وتبرا من صفحته على الفيسبوك التى كانت تنشر صور زياراته قبل ان تنشرها الوكاله الموريتانيه للانباء	Mauritania
ماشاالله لهوجهوه خوشه	Iraq
احرجنى الحيوان يلا مشينا الله ياخذك	Saudi_Arabia
ات ال اد المقصود بهذه القبيله عاد الاولى التى ارسل الله تعالى اليهم هودا عليه السلام وكانوا معروفين بقوتهم وضخامه اجسامهم الت فى الب اد التى لم يخلق مثلها احد فى ضخامه اجسام افرادها وفى قوه ابدانها وفيما اعطاها الله من غنى وقوه	Egypt
كلمنى عن مصر لو معاك فلوس تبقى احسن بلد فى العالم	Egypt
اذا قلت لك توصى بشيء تاكد انى انتظرك تقولى سلامتك طلباتك خلها لاهلك	Saudi_Arabia
تقرير طبى بعد الفحوصات التى خضع لها سيرجيو راموس تم تشخيص اصابته من الدرجه الاولى فى الجزء السفلى الايسر عودته تعتمد على استجابته للعلاج	Tunisia
محشورين ومفلسين ولجاوا الى ال لزرع الفتنه كعادتهم	Lebanon
اللى يعرف ىعلمنى لانى نا ماشيه للضياع فى حىاتى هذى	Libya
لا بصراحه حلوه جداا دى	Egypt
والله مرضيتش انزلها علشان غلط	Egypt
اللهم اكفينا شو الاعاصير يا رب العالمين اعصار مكونو	Oman
رمى بالورود لا بالحجاره	Lebanon
من زينها عجز عنها فلتر الشايب ىبى يحاول يشينها ولا شانت المقحم	Saudi_Arabia
الله لا يشبعهم	Lebanon
اللهم ادم علينا الامن الامان شاهد غرد بذكر الله دعاء لربى	Saudi_Arabia
لك عراسى عراسىى	Syria
يجب على لجنه الانضباط بالنادى اتخاذ الاجراء القانونى المناسب حيال اللاعب المتذمر والغير سعيد	Oman
لا الناس بتحب كده	Egypt
قولتلها كل دا هيعدى زى ما عديتى اكبر منه قالتلى بس كل حاجه بتعدى بتاخد حاجه منى معاها ومبرجعش زى الاول وياريت اشيل كل الحزن دا فقلبى انا عنها ليه الواحد مبيعرفش يشيل حزن اللى بيحبهم ويفضل يتفرج عليهم كدا وهوا قلبه بيتقطع ومش عارف يعمل حاجه	Egypt
هه شكرا اتمنى ان تصلنى هده الورود فى اسرع وقت	Morocco
هى اخر ماده سهله شويه بس ماليش مزاج اذاكرها بردوا	Egypt
لو تسال عىونى حدود التمنى قالت لقى وجهك وجلسه قبالك	United_Arab_Emirates
كل شيء له فرصه ثانيه الا الثقه	Bahrain
اى شيء تقراه او تشاهده ناقشه مع العقلاء لتحافظ على فكرك سليم من العلل	Syria
يا شيخ بعض مديرات المدارس تجبر الطالبات على غسل القاعات مما دعا بعض الطالبات للتغيب حتى تطمئن ان قاعتها الدراسيه سلت	Saudi_Arabia
وتحلى برباطه الجاش وحكمه وبعد نظر ومضى فى طريقه من خطبه اخو الوزير فى حق ابن الوزير تلحس بعضك يزمه	Jordan
فقدان الشغف اسوا من الاكتئاب	Oman
هو انا اللى بقيت جبله وشايفاه محن اوفر ولا اى	Egypt
بعيد الس بعد عمر طويل انشاءالله	Libya
استغفر الله الذى لا اله الا هو واتوب اليه استغفر الله الذى لا اله الا هو واتوب اليه	Egypt
قد ايه كنت بلاقى حاجات كتير اعملها وقت الامتحانات ودلوقتى قاعده قعده عبله كامل ومش عارفه اعمل ايه ده احنا لسه اول يوم	Egypt
الله لم يكت لنا هذا نحن من قرر نبقى على هذا الحال وباست طاعت نا ان ننف غبار الوسطيه فى مثل هذه الضروف ونعتدل فى قراراتنا لننعم بحريه العيش دون ما اذى فكرى او جسمانى لاجل الرضا الوهمى	Libya
سمعناها كانها انفجار	Saudi_Arabia
بما انه زهقانين شو رايكم نلعب لعبه انتوا تحطوا لايك وانا بعمل بلوك	Jordan
صوت عقارب الساعه يخوف	Libya
عليه افضل الصلاه وازكى السلام	Morocco
الصداقه الالكترونيه احسن وافضل ومميزه اكثر ومن جوانب كثير هى الى ينقال عنها صداقه جد حتى لو بيوم لا سمح الله صار شى بينكم وبعدتوا عن بعض راح تبقى كل تذكرك بتقول عنك شى سيء زى الى بالواقع كل شافتك بتقول عيوبك لاحد غريب اكيد بتروح كل وحده بطريقها عكس الى تشوفيها	Egypt
من خبر رده مونتيليفو صدقىنى	Libya
قام بالغاء متابعتك تنبيه بواسطه برنامج الايفون تويبر	Morocco
من يعرف اعاده حفل خالد عبدالرحمن اللى امس فاتتنى	Jordan
يمكن القى فى بعدك الف خير بس انا مانى بخير الا معك	Morocco
بالتوفيق يا وزيره نكالا فى الحاقدين لا ادرى لم النقابات تضرب عن العمل لاجل زوز دورو ولا تفعل ذلك لاجل القيم مباديء المجتمع المسلم هلاء الجياع لم يتجاوزو بطونهم بعد الى حين ذلك فالصلاه فى المسجد الجزائر ازمه فكر	Algeria
حاجه الدنيا اسمها نمس	Egypt
مواعيد الدخول المدرسى تحت شعار من اجل مدرسه مواطنه دامجه	Morocco
الفرصه تاتى مره واحده فاغتنمها او ابكى لفقدانها ان نجحت فلتجعل نجاحك بدايه لتحقيق انجاز اكبر وللمره الثانيه سيتم احتضان هذه المسابقه الرائعه قريبا سنعلن عن موعد مكان هذه المسابقه	Algeria
كلما زادت الشده اقترب الفرج اللهم فك قيد اسرانا وفرج كربهم اضراب الكرامه	Palestine
الاهلى يبغى له كثير رغم الفوز مع فريق مو مقياس بس تغيير تكتيك المباراه وفرق شكل الاهلى بين السباك قروس وريبروف المجد فداك نقاط	Saudi_Arabia
اتعشى عينك فى الصحن هه	Tunisia
هلاء جهله يحبون العيش فى الفتن هم اداه لالهاء الراى العام المصرى على مشاكله	Algeria
الله يهديك مافهمتى والو فالحياه	Palestine
عجزت وانا نشرح ونفهم	Libya
عملت باقه فليكسات ده قلت اجربها الشهر خلص متبقى فلكس مش عارفه اعمل بيهم ايه حقىقى متاثره جدا ىعنى	Egypt
ىاعىنى عالتفائل هظا الصح هظا الكلام السمح ملينا مالمتشائمين اصحاب توخيرت الكبش	Libya
ححرامم عليك عويش قسم انى سمحه انا ربى حبىبى كل الاوادم خرقوا جبهتى هالكره اول ما شافونى	Saudi_Arabia
انتو كده اصلا تاكلو التلاجه متتخنوش واحنا نشرب ميه نتخن	Egypt
كل عام وانت العيد فى قلب مضناك	Kuwait
الله يشفيك عاجلا غير اجل انت تحتاج لتربيه من جديد	Saudi_Arabia
